case_id,crime_type,transaction_type,transaction_amount,transaction_hour,transaction_day,is_night,victim_latitude,victim_longitude,candidate_latitude,candidate_longitude,distance_km,proximity_score,candidate_historical_risk,candidate_volume_score,candidate_night_activity,candidate_incident_count,suspicious_activity_score,victim_area_risk_score,withdrawal_occurred
CASE_10061,UPI Fraud,UPI,31582.02,21,5,1,17.3945,78.47394,17.37579,78.53535,6.840584958546451,0.36898377857797227,0.889,0.92,0.669,28,0.338,0.769,0
CASE_10062,Card Fraud,UPI,27664.1,9,6,0,17.40889,78.44862,17.40963,78.44677,0.21283667017064756,0.9494790121635487,0.745,0.694,0.652,29,0.446,0.247,1
CASE_10062,Card Fraud,UPI,27664.1,9,6,0,17.40889,78.44862,17.37206,78.48155,5.383448215287723,0.42628252516842485,0.894,0.942,0.798,30,0.446,0.247,0
CASE_10062,Card Fraud,UPI,27664.1,9,6,0,17.40889,78.44862,17.45669,78.3789,9.10810879891345,0.3051546230934218,0.677,0.637,0.452,26,0.446,0.247,0
CASE_10062,Card Fraud,UPI,27664.1,9,6,0,17.40889,78.44862,17.36924,78.41655,5.569463698039541,0.41799625623946557,0.7,0.721,0.408,23,0.446,0.247,0
CASE_10062,Card Fraud,UPI,27664.1,9,6,0,17.40889,78.44862,17.43702,78.38717,7.230967619626331,0.35615809211397986,0.796,0.69,0.432,30,0.446,0.247,0
CASE_10063,Card Fraud,NEFT,25146.35,17,5,0,17.47644,78.22703,17.45147,78.35098,13.437300004311776,0.22939331198126472,0.935,0.866,0.541,36,0.162,0.497,1
CASE_10063,Card Fraud,NEFT,25146.35,17,5,0,17.47644,78.22703,17.45129,78.43982,22.743129235428864,0.1495711277759098,0.556,0.623,0.52,27,0.162,0.497,0
CASE_10063,Card Fraud,NEFT,25146.35,17,5,0,17.47644,78.22703,17.43953,78.35044,13.718774946177632,0.22574924125117898,0.642,0.89,0.832,22,0.162,0.497,0
CASE_10063,Card Fraud,NEFT,25146.35,17,5,0,17.47644,78.22703,17.43931,78.3601,14.706564694269513,0.21382867808033948,0.664,0.631,0.747,19,0.162,0.497,0
CASE_10063,Card Fraud,NEFT,25146.35,17,5,0,17.47644,78.22703,17.35147,78.47739,29.978053625979197,0.11772304688287528,0.781,0.8,0.224,27,0.162,0.497,0
CASE_10064,Phishing,NEFT,88729.4,14,4,0,17.42555,78.50022,17.43501,78.49089,1.4443781933843933,0.7347028178278476,0.835,0.823,0.529,30,0.682,0.566,1
CASE_10064,Phishing,NEFT,88729.4,14,4,0,17.42555,78.50022,17.43931,78.3601,14.94356390667187,0.21115350942972305,0.664,0.631,0.747,19,0.682,0.566,0
CASE_10064,Phishing,NEFT,88729.4,14,4,0,17.42555,78.50022,17.4837,78.3453,17.659463035285494,0.1846767850838956,0.791,0.836,0.648,31,0.682,0.566,0
CASE_10064,Phishing,NEFT,88729.4,14,4,0,17.42555,78.50022,17.40823,78.54179,4.812600104618033,0.4538955532435762,0.748,0.807,0.588,32,0.682,0.566,0
CASE_10064,Phishing,NEFT,88729.4,14,4,0,17.42555,78.50022,17.44759,78.44411,6.437221052998117,0.383243775300801,0.695,0.679,0.375,25,0.682,0.566,0
CASE_10065,UPI Fraud,UPI,53076.14,15,4,0,17.4312,78.40159,17.43702,78.38717,1.661027771328836,0.7065854755665796,0.796,0.69,0.432,30,0.367,0.814,1
CASE_10065,UPI Fraud,UPI,53076.14,15,4,0,17.4312,78.40159,17.43953,78.35044,5.504792694448931,0.42084032009831357,0.642,0.89,0.832,22,0.367,0.814,0
CASE_10065,UPI Fraud,UPI,53076.14,15,4,0,17.4312,78.40159,17.48862,78.42182,6.735757910252176,0.3725866430147588,0.82,0.99,0.683,32,0.367,0.814,0
CASE_10065,UPI Fraud,UPI,53076.14,15,4,0,17.4312,78.40159,17.49578,78.38923,7.299663421037524,0.3539928448269412,0.696,0.695,0.432,25,0.367,0.814,0
CASE_10065,UPI Fraud,UPI,53076.14,15,4,0,17.4312,78.40159,17.3995,78.45764,6.912956312100607,0.3665367921948594,0.668,0.744,0.686,26,0.367,0.814,0
CASE_10066,UPI Fraud,POS,79569.15,17,0,0,17.38414,78.43153,17.39728,78.40857,2.8408689802840112,0.5847210363958664,0.794,0.9,0.369,29,0.433,0.458,1
CASE_10066,UPI Fraud,POS,79569.15,17,0,0,17.38414,78.43153,17.40326,78.46372,4.023310354301863,0.4985473356213022,0.608,0.618,0.805,18,0.433,0.458,0
CASE_10066,UPI Fraud,POS,79569.15,17,0,0,17.38414,78.43153,17.41276,78.41203,3.7958962029332306,0.5130904639924513,0.706,0.888,0.663,27,0.433,0.458,0
CASE_10066,UPI Fraud,POS,79569.15,17,0,0,17.38414,78.43153,17.45151,78.38368,9.049369393742538,0.30652822211608854,0.685,0.656,0.642,28,0.433,0.458,0
CASE_10066,UPI Fraud,POS,79569.15,17,0,0,17.38414,78.43153,17.37166,78.46218,3.53622830471781,0.5307694828586775,0.636,0.636,0.897,15,0.433,0.458,0
CASE_10067,Card Fraud,UPI,31860.88,0,6,1,17.38354,78.4606,17.36793,78.46137,1.7376751167000326,0.6971464780844129,0.95,0.969,0.891,36,0.361,0.428,1
CASE_10067,Card Fraud,UPI,31860.88,0,6,1,17.38354,78.4606,17.37206,78.48155,2.5636179492577247,0.6094199922852545,0.894,0.942,0.798,30,0.361,0.428,0
CASE_10067,Card Fraud,UPI,31860.88,0,6,1,17.38354,78.4606,17.48862,78.42182,12.387467929981936,0.24408895975208836,0.82,0.99,0.683,32,0.361,0.428,0
CASE_10067,Card Fraud,UPI,31860.88,0,6,1,17.38354,78.4606,17.44757,78.39254,10.14074128282832,0.28287060204243775,0.65,0.734,0.402,21,0.361,0.428,0
CASE_10067,Card Fraud,UPI,31860.88,0,6,1,17.38354,78.4606,17.35147,78.47739,3.986412989203876,0.5008506328695055,0.781,0.8,0.224,27,0.361,0.428,0
CASE_10068,UPI Fraud,UPI,21636.12,12,4,0,17.41264,78.38247,17.41244,78.38452,0.21863774890068557,0.9481733768305517,0.72,0.781,0.685,23,0.411,0.769,1
CASE_10068,UPI Fraud,UPI,21636.12,12,4,0,17.41264,78.38247,17.47084,78.46262,10.685200279750266,0.2723830743742518,0.872,0.924,0.549,24,0.411,0.769,0
CASE_10068,UPI Fraud,UPI,21636.12,12,4,0,17.41264,78.38247,17.36793,78.46137,9.737085223469016,0.2911825860384291,0.95,0.969,0.891,36,0.411,0.769,0
CASE_10068,UPI Fraud,UPI,21636.12,12,4,0,17.41264,78.38247,17.50548,78.40905,10.70141664253216,0.27208262286967216,0.85,0.859,0.95,26,0.411,0.769,0
CASE_10068,UPI Fraud,UPI,21636.12,12,4,0,17.41264,78.38247,17.44926,78.38584,4.087623206747184,0.4945828827266531,0.789,0.801,0.538,24,0.411,0.769,0
CASE_10069,UPI Fraud,IMPS,87817.79,21,2,1,17.38635,78.4672,17.36793,78.46137,2.139609888576635,0.6515071922472476,0.95,0.969,0.891,36,0.747,0.615,1
CASE_10069,UPI Fraud,IMPS,87817.79,21,2,1,17.38635,78.4672,17.38662,78.51943,5.542442878796676,0.4191798736241856,0.746,0.831,0.606,29,0.747,0.615,0
CASE_10069,UPI Fraud,IMPS,87817.79,21,2,1,17.38635,78.4672,17.43207,78.45762,5.184449869249656,0.43551873622745235,0.95,0.841,0.201,31,0.747,0.615,0
CASE_10069,UPI Fraud,IMPS,87817.79,21,2,1,17.38635,78.4672,17.41244,78.38452,9.24015859317965,0.3021111848358451,0.72,0.781,0.685,23,0.747,0.615,0
CASE_10069,UPI Fraud,IMPS,87817.79,21,2,1,17.38635,78.4672,17.36924,78.41655,5.701739020052263,0.4122972172032775,0.7,0.721,0.408,23,0.747,0.615,0
CASE_10070,Card Fraud,ATM,20335.94,7,1,0,17.39387,78.43912,17.40226,78.43883,0.9334327705306619,0.8107944682845535,0.678,0.84,0.613,21,0.227,0.95,1
CASE_10070,Card Fraud,ATM,20335.94,7,1,0,17.39387,78.43912,17.49088,78.36618,13.275188412691756,0.23154595506821074,0.811,0.893,0.701,26,0.227,0.95,0
CASE_10070,Card Fraud,ATM,20335.94,7,1,0,17.39387,78.43912,17.45022,78.50523,9.405051567399509,0.29839497296137396,0.95,0.961,0.676,33,0.227,0.95,0
CASE_10070,Card Fraud,ATM,20335.94,7,1,0,17.39387,78.43912,17.49498,78.39794,12.061767263500734,0.24903859795613686,0.75,0.67,0.647,25,0.227,0.95,0
CASE_10070,Card Fraud,ATM,20335.94,7,1,0,17.39387,78.43912,17.43207,78.45762,4.679232487689968,0.46087024465277626,0.95,0.841,0.201,31,0.227,0.95,0
CASE_10071,UPI Fraud,UPI,33233.14,14,4,0,17.45667,78.43485,17.44948,78.44085,1.0218912260102455,0.7965126722145056,0.672,0.864,0.251,25,0.448,0.732,1
CASE_10071,UPI Fraud,UPI,33233.14,14,4,0,17.45667,78.43485,17.49578,78.38923,6.505694322710093,0.3807458961901476,0.696,0.695,0.432,25,0.448,0.732,0
CASE_10071,UPI Fraud,UPI,33233.14,14,4,0,17.45667,78.43485,17.37579,78.53535,13.949078842955823,0.22285266196653952,0.889,0.92,0.669,28,0.448,0.732,0
CASE_10071,UPI Fraud,UPI,33233.14,14,4,0,17.45667,78.43485,17.45022,78.50523,7.499973399660249,0.34782689150552076,0.95,0.961,0.676,33,0.448,0.732,0
CASE_10071,UPI Fraud,UPI,33233.14,14,4,0,17.45667,78.43485,17.38223,78.44992,8.430354294753782,0.3217929195862258,0.739,0.727,0.775,30,0.448,0.732,0
CASE_10072,Card Fraud,ATM,20413.08,8,5,0,17.48924,78.44309,17.48972,78.44241,0.08971967406248459,0.9780621457672275,0.733,0.815,0.734,22,0.276,0.377,1
CASE_10072,Card Fraud,ATM,20413.08,8,5,0,17.48924,78.44309,17.42186,78.39999,8.77702581348931,0.3130619017594072,0.539,0.72,0.83,14,0.276,0.377,0
CASE_10072,Card Fraud,ATM,20413.08,8,5,0,17.48924,78.44309,17.41317,78.53574,12.966802836794212,0.23575449296349452,0.519,0.472,0.287,18,0.276,0.377,0
CASE_10072,Card Fraud,ATM,20413.08,8,5,0,17.48924,78.44309,17.43233,78.46595,6.776761893924963,0.3711690059938009,0.752,0.53,0.578,22,0.276,0.377,0
CASE_10072,Card Fraud,ATM,20413.08,8,5,0,17.48924,78.44309,17.44759,78.44411,4.632532182049067,0.4633634622663564,0.695,0.679,0.375,25,0.276,0.377,0
CASE_10073,Account Takeover,UPI,105613.16,11,5,0,17.41067,78.4494,17.40963,78.44677,0.30205859780850886,0.9297874282878482,0.745,0.694,0.652,29,0.394,0.1,1
CASE_10073,Account Takeover,UPI,105613.16,11,5,0,17.41067,78.4494,17.43683,78.39236,6.714356212041966,0.373330876894345,0.761,0.863,0.625,25,0.394,0.1,0
CASE_10073,Account Takeover,UPI,105613.16,11,5,0,17.41067,78.4494,17.45151,78.38368,8.320654972722634,0.3246580647583929,0.685,0.656,0.642,28,0.394,0.1,0
CASE_10073,Account Takeover,UPI,105613.16,11,5,0,17.41067,78.4494,17.45846,78.45064,5.315633512535083,0.4293857196740956,0.677,0.805,0.595,23,0.394,0.1,0
CASE_10073,Account Takeover,UPI,105613.16,11,5,0,17.41067,78.4494,17.39728,78.40857,4.5809541795712905,0.4661486259328613,0.794,0.9,0.369,29,0.394,0.1,0
CASE_10074,UPI Fraud,POS,79414.31,23,3,1,17.48552,78.44599,17.48972,78.44241,0.6018828236904995,0.8692094417111175,0.733,0.815,0.734,22,0.516,0.337,1
CASE_10074,UPI Fraud,POS,79414.31,23,3,1,17.48552,78.44599,17.46599,78.46047,2.6598210533827076,0.6006167384885348,0.806,0.961,0.642,25,0.516,0.337,0
CASE_10074,UPI Fraud,POS,79414.31,23,3,1,17.48552,78.44599,17.39157,78.53247,13.903245027635418,0.2234231835527921,0.678,0.718,0.124,28,0.516,0.337,0
CASE_10074,UPI Fraud,POS,79414.31,23,3,1,17.48552,78.44599,17.40421,78.41603,9.583588487225864,0.2944729961277639,0.892,0.877,0.653,24,0.516,0.337,0
CASE_10074,UPI Fraud,POS,79414.31,23,3,1,17.48552,78.44599,17.40823,78.54179,13.309237510968499,0.23109047972016583,0.748,0.807,0.588,32,0.516,0.337,0
CASE_10075,Phishing,POS,87987.53,21,4,1,17.36175,78.49577,17.3625,78.49585,0.08382726515764215,0.9794733568011462,0.727,0.847,0.566,16,0.544,0.355,1
CASE_10075,Phishing,POS,87987.53,21,4,1,17.36175,78.49577,17.42178,78.44946,8.288766608223224,0.3255005264176257,0.735,0.705,0.59,28,0.544,0.355,0
CASE_10075,Phishing,POS,87987.53,21,4,1,17.36175,78.49577,17.43751,78.4502,9.713185080357507,0.2916900761245847,0.782,0.806,0.583,30,0.544,0.355,0
CASE_10075,Phishing,POS,87987.53,21,4,1,17.36175,78.49577,17.39678,78.56042,7.8892166635199406,0.33643932255632336,0.655,0.674,0.223,23,0.544,0.355,0
CASE_10075,Phishing,POS,87987.53,21,4,1,17.36175,78.49577,17.38417,78.49851,2.509890570193362,0.6144496527045599,0.916,0.826,0.633,30,0.544,0.355,0
CASE_10076,Account Takeover,UPI,104300.26,16,4,0,17.37048,78.39583,17.36924,78.41655,2.203211304540162,0.6448273005100407,0.7,0.721,0.408,23,0.518,0.397,1
CASE_10076,Account Takeover,UPI,104300.26,16,4,0,17.37048,78.39583,17.39157,78.53247,14.688335485939158,0.2140372535055112,0.678,0.718,0.124,28,0.518,0.397,0
CASE_10076,Account Takeover,UPI,104300.26,16,4,0,17.37048,78.39583,17.44926,78.38584,8.823829950744665,0.3119192951999277,0.789,0.801,0.538,24,0.518,0.397,0
CASE_10076,Account Takeover,UPI,104300.26,16,4,0,17.37048,78.39583,17.37206,78.48155,9.098589303224168,0.3053763964502204,0.894,0.942,0.798,30,0.518,0.397,0
CASE_10076,Account Takeover,UPI,104300.26,16,4,0,17.37048,78.39583,17.39492,78.45141,6.493950103610969,0.38117200487008224,0.602,0.639,0.344,23,0.518,0.397,0
CASE_10077,UPI Fraud,POS,26433.52,11,0,0,17.42179,78.50134,17.41818,78.48472,1.8084138230979216,0.6886561670405565,0.876,0.773,0.627,28,0.461,0.486,1
CASE_10077,UPI Fraud,POS,26433.52,11,0,0,17.42179,78.50134,17.35147,78.47739,8.221875400663329,0.32728201432841514,0.781,0.8,0.224,27,0.461,0.486,0
CASE_10077,UPI Fraud,POS,26433.52,11,0,0,17.42179,78.50134,17.42515,78.46117,4.278103431570562,0.4832024669738997,0.528,0.643,0.626,16,0.461,0.486,0
CASE_10077,UPI Fraud,POS,26433.52,11,0,0,17.42179,78.50134,17.47084,78.46262,6.827747294291299,0.36942125552827737,0.872,0.924,0.549,24,0.461,0.486,0
CASE_10077,UPI Fraud,POS,26433.52,11,0,0,17.42179,78.50134,17.45022,78.50523,3.1880932689616372,0.5564758066331857,0.95,0.961,0.676,33,0.461,0.486,0
CASE_10078,UPI Fraud,UPI,12872.8,12,6,0,17.3959,78.48833,17.38417,78.49851,1.6935546401638855,0.7025488034808537,0.916,0.826,0.633,30,0.316,0.873,1
CASE_10078,UPI Fraud,UPI,12872.8,12,6,0,17.3959,78.48833,17.43969,78.34535,15.931974312423062,0.20068257851942484,0.798,0.777,0.447,29,0.316,0.873,0
CASE_10078,UPI Fraud,UPI,12872.8,12,6,0,17.3959,78.48833,17.49716,78.36661,17.1318009950485,0.18928817287921934,0.654,0.696,0.471,26,0.316,0.873,0
CASE_10078,UPI Fraud,UPI,12872.8,12,6,0,17.3959,78.48833,17.44757,78.39254,11.674398570305454,0.25519320451489896,0.65,0.734,0.402,21,0.316,0.873,0
CASE_10078,UPI Fraud,UPI,12872.8,12,6,0,17.3959,78.48833,17.38662,78.51943,3.4576427516895603,0.5363625120141057,0.746,0.831,0.606,29,0.316,0.873,0
CASE_10079,Other Financial Fraud,IMPS,39559.4,12,4,0,17.34387,78.39434,17.36924,78.41655,3.6762026524441094,0.521090984840844,0.7,0.721,0.408,23,0.704,0.755,1
CASE_10079,Other Financial Fraud,IMPS,39559.4,12,4,0,17.34387,78.39434,17.45924,78.45518,14.36123483553597,0.21785027182695138,0.45,0.599,0.531,15,0.704,0.755,0
CASE_10079,Other Financial Fraud,IMPS,39559.4,12,4,0,17.34387,78.39434,17.40421,78.41603,7.093349579286663,0.3605763950203769,0.892,0.877,0.653,24,0.704,0.755,0
CASE_10079,Other Financial Fraud,IMPS,39559.4,12,4,0,17.34387,78.39434,17.45129,78.43982,12.882576862639178,0.23693065534633664,0.556,0.623,0.52,27,0.704,0.755,0
CASE_10079,Other Financial Fraud,IMPS,39559.4,12,4,0,17.34387,78.39434,17.43047,78.41054,9.781718957397683,0.29023955664492057,0.534,0.784,0.738,20,0.704,0.755,0
CASE_10080,Card Fraud,NEFT,80000.0,14,1,0,17.42909,78.51778,17.45022,78.50523,2.70053173395096,0.5969675480726968,0.95,0.961,0.676,33,0.702,0.369,1
CASE_10080,Card Fraud,NEFT,80000.0,14,1,0,17.42909,78.51778,17.49498,78.39794,14.671804284203281,0.21422675276133218,0.75,0.67,0.647,25,0.702,0.369,0
CASE_10080,Card Fraud,NEFT,80000.0,14,1,0,17.42909,78.51778,17.42744,78.50562,1.3030389714322568,0.7542844813225409,0.644,0.754,0.642,19,0.702,0.369,0
CASE_10080,Card Fraud,NEFT,80000.0,14,1,0,17.42909,78.51778,17.36924,78.41655,12.635791170010151,0.240445432328516,0.7,0.721,0.408,23,0.702,0.369,0
CASE_10080,Card Fraud,NEFT,80000.0,14,1,0,17.42909,78.51778,17.40326,78.46372,6.4145664526341575,0.3840774379031668,0.608,0.618,0.805,18,0.702,0.369,0
CASE_10081,Other Financial Fraud,POS,20268.6,19,2,0,17.40682,78.4193,17.40421,78.41603,0.45233510798991944,0.8984049724428461,0.892,0.877,0.653,24,0.23,0.391,1
CASE_10081,Other Financial Fraud,POS,20268.6,19,2,0,17.40682,78.4193,17.375,78.48299,7.6284492558487695,0.3439839579631065,0.639,0.86,0.13,24,0.23,0.391,0
CASE_10081,Other Financial Fraud,POS,20268.6,19,2,0,17.40682,78.4193,17.37206,78.48155,7.653247546324328,0.3432519547962131,0.894,0.942,0.798,30,0.23,0.391,0
CASE_10081,Other Financial Fraud,POS,20268.6,19,2,0,17.40682,78.4193,17.36924,78.41655,4.188882054162213,0.4884671648148718,0.7,0.721,0.408,23,0.23,0.391,0
CASE_10081,Other Financial Fraud,POS,20268.6,19,2,0,17.40682,78.4193,17.37166,78.46218,5.999057459808801,0.40003770516151094,0.636,0.636,0.897,15,0.23,0.391,0
CASE_10082,UPI Fraud,IMPS,65418.91,14,0,0,17.45753,78.48051,17.43207,78.45762,3.7297155244359987,0.5174834684866182,0.95,0.841,0.201,31,0.329,0.547,1
CASE_10082,UPI Fraud,IMPS,65418.91,14,0,0,17.45753,78.48051,17.49088,78.36618,12.680600629544841,0.2397995185446237,0.811,0.893,0.701,26,0.329,0.547,0
CASE_10082,UPI Fraud,IMPS,65418.91,14,0,0,17.45753,78.48051,17.46135,78.34829,14.031287601315704,0.221836625783071,0.718,0.8,0.255,21,0.329,0.547,0
CASE_10082,UPI Fraud,IMPS,65418.91,14,0,0,17.45753,78.48051,17.49578,78.38923,10.574415608551769,0.27445354293677043,0.696,0.695,0.432,25,0.329,0.547,0
CASE_10082,UPI Fraud,IMPS,65418.91,14,0,0,17.45753,78.48051,17.45743,78.44959,3.279804391419733,0.5494653132046459,0.604,0.765,0.846,23,0.329,0.547,0
CASE_10083,UPI Fraud,ATM,46311.41,12,1,0,17.41645,78.48006,17.41818,78.48472,0.5305154922484749,0.8829017375271832,0.876,0.773,0.627,28,0.587,0.858,1
CASE_10083,UPI Fraud,ATM,46311.41,12,1,0,17.41645,78.48006,17.45669,78.3789,11.627050282044616,0.25596641258625596,0.677,0.637,0.452,26,0.587,0.858,0
CASE_10083,UPI Fraud,ATM,46311.41,12,1,0,17.41645,78.48006,17.47084,78.46262,6.3245326824080506,0.38742673620623924,0.872,0.924,0.549,24,0.587,0.858,0
CASE_10083,UPI Fraud,ATM,46311.41,12,1,0,17.41645,78.48006,17.37753,78.56329,9.83477232185185,0.2891265506178262,0.613,0.515,0.336,21,0.587,0.858,0
CASE_10083,UPI Fraud,ATM,46311.41,12,1,0,17.41645,78.48006,17.45743,78.44959,5.586828516863482,0.41723913106027666,0.604,0.765,0.846,23,0.587,0.858,0
CASE_10084,UPI Fraud,IMPS,4815.71,15,2,0,17.35187,78.44583,17.35147,78.47739,3.349906229629593,0.5442246302238314,0.781,0.8,0.224,27,0.27,0.877,1
CASE_10084,UPI Fraud,IMPS,4815.71,15,2,0,17.35187,78.44583,17.4323,78.45075,8.958632716722683,0.3086745405507275,0.906,0.94,0.873,29,0.27,0.877,0
CASE_10084,UPI Fraud,IMPS,4815.71,15,2,0,17.35187,78.44583,17.45669,78.3789,13.648502386685598,0.22664812641653287,0.677,0.637,0.452,26,0.27,0.877,0
CASE_10084,UPI Fraud,IMPS,4815.71,15,2,0,17.35187,78.44583,17.43047,78.41054,9.508359003933796,0.29611294745980266,0.534,0.784,0.738,20,0.27,0.877,0
CASE_10084,UPI Fraud,IMPS,4815.71,15,2,0,17.35187,78.44583,17.43501,78.49089,10.408003001987298,0.2776234846319979,0.835,0.823,0.529,30,0.27,0.877,0
CASE_10085,Card Fraud,POS,14905.55,20,0,1,17.35105,78.32742,17.40491,78.39305,9.185507666764021,0.30336336689428944,0.835,0.944,0.757,35,0.507,0.594,1
CASE_10085,Card Fraud,POS,14905.55,20,0,1,17.35105,78.32742,17.42186,78.39999,11.01347444761333,0.2664273359212913,0.539,0.72,0.83,14,0.507,0.594,0
CASE_10085,Card Fraud,POS,14905.55,20,0,1,17.35105,78.32742,17.42515,78.46117,16.411049828089535,0.19597228137159461,0.528,0.643,0.626,16,0.507,0.594,0
CASE_10085,Card Fraud,POS,14905.55,20,0,1,17.35105,78.32742,17.38321,78.48746,17.356744172365723,0.18729446622185733,0.731,0.667,0.769,26,0.507,0.594,0
CASE_10085,Card Fraud,POS,14905.55,20,0,1,17.35105,78.32742,17.46135,78.34829,12.463096231903164,0.24296766195465483,0.718,0.8,0.255,21,0.507,0.594,0
CASE_10086,UPI Fraud,NEFT,19194.72,16,1,0,17.44174,78.44907,17.43207,78.45762,1.4067247366176279,0.7398194276304779,0.95,0.841,0.201,31,0.214,0.325,1
CASE_10086,UPI Fraud,NEFT,19194.72,16,1,0,17.44174,78.44907,17.42178,78.44946,2.219836347723226,0.6431037372010924,0.735,0.705,0.59,28,0.214,0.325,0
CASE_10086,UPI Fraud,NEFT,19194.72,16,1,0,17.44174,78.44907,17.4323,78.45075,1.064702681580853,0.7897798254865129,0.906,0.94,0.873,29,0.214,0.325,0
CASE_10086,UPI Fraud,NEFT,19194.72,16,1,0,17.44174,78.44907,17.38223,78.44992,6.617824611997058,0.37672500217044536,0.739,0.727,0.775,30,0.214,0.325,0
CASE_10086,UPI Fraud,NEFT,19194.72,16,1,0,17.44174,78.44907,17.36061,78.52412,12.033132285893416,0.24948337783748958,0.927,0.941,0.774,32,0.214,0.325,0
CASE_10087,UPI Fraud,POS,54686.67,12,6,0,17.50833,78.48971,17.43207,78.45762,9.137318700938863,0.30447613330063605,0.95,0.841,0.201,31,0.368,0.699,1
CASE_10087,UPI Fraud,POS,54686.67,12,6,0,17.50833,78.48971,17.45846,78.45064,6.922459150229374,0.3662178951629221,0.677,0.805,0.595,23,0.368,0.699,0
CASE_10087,UPI Fraud,POS,54686.67,12,6,0,17.50833,78.48971,17.49578,78.38923,10.746622137227076,0.2712485586717659,0.696,0.695,0.432,25,0.368,0.699,0
CASE_10087,UPI Fraud,POS,54686.67,12,6,0,17.50833,78.48971,17.34386,78.50981,18.412132859637016,0.17847475851813166,0.682,0.761,0.743,22,0.368,0.699,0
CASE_10087,UPI Fraud,POS,54686.67,12,6,0,17.50833,78.48971,17.49716,78.36661,13.113324869651963,0.23373599405533574,0.654,0.696,0.471,26,0.368,0.699,0
CASE_10088,Card Fraud,IMPS,35520.54,13,4,0,17.40933,78.39167,17.40491,78.39305,0.5128288220170466,0.8863620043563201,0.835,0.944,0.757,35,0.287,0.552,1
CASE_10088,Card Fraud,IMPS,35520.54,13,4,0,17.40933,78.39167,17.42037,78.46312,7.679459106150286,0.3424816135443841,0.896,0.931,0.702,33,0.287,0.552,0
CASE_10088,Card Fraud,IMPS,35520.54,13,4,0,17.40933,78.39167,17.39728,78.40857,2.2384792836413046,0.641181899968619,0.794,0.9,0.369,29,0.287,0.552,0
CASE_10088,Card Fraud,IMPS,35520.54,13,4,0,17.40933,78.39167,17.45846,78.45064,8.305501183282846,0.32505786968141065,0.677,0.805,0.595,23,0.287,0.552,0
CASE_10088,Card Fraud,IMPS,35520.54,13,4,0,17.40933,78.39167,17.43047,78.41054,3.0876641996419187,0.5643608228790081,0.534,0.784,0.738,20,0.287,0.552,0
CASE_10089,Phishing,UPI,40687.53,19,3,0,17.39771,78.48539,17.39933,78.4862,0.1995890909702332,0.9524741381485676,0.554,0.559,0.394,18,0.335,0.152,1
CASE_10089,Phishing,UPI,40687.53,19,3,0,17.39771,78.48539,17.41244,78.38452,10.827287850638934,0.26977287014952184,0.72,0.781,0.685,23,0.335,0.152,0
CASE_10089,Phishing,UPI,40687.53,19,3,0,17.39771,78.48539,17.43751,78.4502,5.790064112724903,0.40857750816982813,0.782,0.806,0.583,30,0.335,0.152,0
CASE_10089,Phishing,UPI,40687.53,19,3,0,17.39771,78.48539,17.35729,78.54128,7.4416166080917785,0.34960094687765597,0.891,0.785,0.746,32,0.335,0.152,0
CASE_10089,Phishing,UPI,40687.53,19,3,0,17.39771,78.48539,17.33877,78.53292,8.270180040644622,0.32599358662628536,0.839,0.811,0.736,30,0.335,0.152,0
CASE_10090,Other Financial Fraud,ATM,6035.79,13,1,0,17.33963,78.46551,17.35147,78.47739,1.8229710208405139,0.6869345538014754,0.781,0.8,0.224,27,0.471,0.638,1
CASE_10090,Other Financial Fraud,ATM,6035.79,13,1,0,17.33963,78.46551,17.44926,78.38584,14.834746823661453,0.21237344135547048,0.789,0.801,0.538,24,0.471,0.638,0
CASE_10090,Other Financial Fraud,ATM,6035.79,13,1,0,17.33963,78.46551,17.48862,78.42182,17.203213455431737,0.1886506499784965,0.82,0.99,0.683,32,0.471,0.638,0
CASE_10090,Other Financial Fraud,ATM,6035.79,13,1,0,17.33963,78.46551,17.42744,78.50562,10.6514077650402,0.2730113081382132,0.644,0.754,0.642,19,0.471,0.638,0
CASE_10090,Other Financial Fraud,ATM,6035.79,13,1,0,17.33963,78.46551,17.45669,78.3789,15.933757307443708,0.20066462826385026,0.677,0.637,0.452,26,0.471,0.638,0
CASE_10091,Account Takeover,IMPS,53946.9,16,3,0,17.37993,78.49323,17.38417,78.49851,0.7322668876631699,0.8452608643920401,0.916,0.826,0.633,30,0.345,0.681,1
CASE_10091,Account Takeover,IMPS,53946.9,16,3,0,17.37993,78.49323,17.39678,78.56042,7.3718390743629945,0.351746096110146,0.655,0.674,0.223,23,0.345,0.681,0
CASE_10091,Account Takeover,IMPS,53946.9,16,3,0,17.37993,78.49323,17.45743,78.44959,9.782650433727088,0.2902199413119937,0.604,0.765,0.846,23,0.345,0.681,0
CASE_10091,Account Takeover,IMPS,53946.9,16,3,0,17.37993,78.49323,17.43233,78.46595,6.505960571154331,0.3807362470960144,0.752,0.53,0.578,22,0.345,0.681,0
CASE_10091,Account Takeover,IMPS,53946.9,16,3,0,17.37993,78.49323,17.40326,78.46372,4.066340324489709,0.495887830055453,0.608,0.618,0.805,18,0.345,0.681,0
CASE_10092,UPI Fraud,IMPS,33475.64,20,2,1,17.41315,78.41478,17.4177,78.4204,0.7819905089276213,0.8364717563810085,0.755,0.91,0.81,22,0.336,0.815,1
